name,company,area,min_salary,max_salary,description,link
python大数据工程师,四川国际招标,成都·武侯区·新会展中心,10.0,13.0,任职条件：1、两年以上相关工作经验，熟悉Python语言，掌握常用的爬虫框架（如Scrapy、Beautiful Soup等）。2、具备较强的网络编程基础，熟悉HTTP/HTTPS协议及其请求响应流程。3、了解常见的反爬虫技术及应对方法。4、具备良好的数据结构和算法知识，能够解决爬取过程中的各种数据处理问题。5、善于学习、喜欢钻研软件方面的技术，具有较强的抗压能力。6、学习能力强，能够快速掌握新技术和新工具7、解决常见的反爬虫问题工作内容1、根据需求和设计文档编写爬虫程序，并实现数据爬取、解析、清洗等功能。2、负责爬虫程序的调试、优化和维护工作，确保数据准确性和稳定性。3、针对反爬虫机制进行研究和应对，确保爬虫程序的可用性。4、整合多个数据源并进行数据融合，输出高质量的数据产品。5、与其他团队（如数据分析、产品、运营等）协作，满足业务需求。,https://www.zhipin.com/job_detail/11287500d7a4c01e1Hd83d-4FVVX.html?lid=4WKPvzxPgDT.search.38&securityId=6HZWCN5C9OIhe-I15UaVW4FIzsWW_qQvW1l6VTFzIO_4caULysIrnXsFIE4K1Fvoy7k7p-3neWTGRQxiunLiQnR_Fj8dgM1HN0FD5JaeRMBr-AMCpw~~&sessionId=
大数据讲师,吾树科技,成都·武侯区·桂溪,10.0,15.0,岗位职责：1.参与基于Hadoop/Spark/Hbase/Hive生态系统的数据挖掘、大数据组件开发/维护/测试等；2.配合公司完成相关教学资料的研发、编写工作、培训课程等相关工作。 3.参与专业市场调研进行大数据项目、大数据课程研发和后期优化。4.按照教学相关要求高质量完成日常授课任务。  5.负责攻关技术难点，学习最新的技术，整理文档并分享。 6.完成领导临时交办的其他工作。任职要求：1.本科及以上学历。 2.3年及以上开发经验，精通Java语言并掌握一种统计分析和数据挖掘软件。 3.熟悉Hadoop体系结构、对Hadoop生态系统有较全面了解，同时具有源码级开发经验。 4.精通Hadoop/Spark/Hbase/Hive，并有实际项目经验。 5.有大数据项目开发经验，开发过storm，mapreduce，lucene/solr/elasticsearch等程序。6.熟悉linux操作系统并能进行shell脚本编程，熟悉mysql、Oracle等主流关系数据库和Redis、memcache等非关系数据库。 7.善于沟通，良好的表达能力，思路清晰、执行力强，乐于技术分享。 8.具有较强的技术文档整理、表达、分析与领导能力。9.有培训机构授课经验以及数据分析课程授课经验，有数据挖掘、数据分析、数据仓库、推荐算法等开发经验优先。备注：该岗位是到绵阳某高校上课，出差，包住宿,https://www.zhipin.com/job_detail/018ef328848072261HB-3Nu1GFdY.html?lid=4WKPvzxPgDT.search.5&securityId=guxsLxhJ0P4qW-01MZxrcGHIX2aS6B-O5SYOzNIOsVp13UXGfrl5722pTCQ6vB7XzilTiXDvJyfwUUlzhAx_eZhnkkOOitpi3k7P546MAL8RGIYlxmk~&sessionId=
数据开发,网龙,成都·武侯区·新会展中心,10.0,15.0,1.数仓建设开发，熟悉hadoop生态、hive、spark等2.熟悉java、hivesql、shell3.有2-3年数仓开发经验，熟悉常用建模4.有数据分析经验优先,https://www.zhipin.com/job_detail/098ffca9acb6035133F42dS4GFo~.html?lid=4WKPvzxPgDT.search.263&securityId=PN93sAi4L2XoA-A1J3QrQ1yNDINEcd7wnV5i9yw2k-CGA-_5SdD0lRICEFH1enNcqVpkxL7euxr1aN0HG6wPRvK9cwZ7OoY64kJarquVxC46ZQ~~&sessionId=
大数据工程师,国蓝中天,成都·龙泉驿区·大面,10.0,14.0,"岗位职责：1、负责数据模型需求和数据应用需求的调研分析，进行数据模型和数据应用的设计、开发、测试、上线等工作2、负责大数据生命周期管理系统的架构评估和设计3、结合数据需求，以及长期的易用性扩展性，进行数据分层和数据库设计4、针对公司业务对数据进行统计、分析与挖掘，不断提高系统运行效率5、负责建立规范化、稳定可靠的数据体系6、负责大数据平台日常监控与维护7、公司领导安排的其他工作并及时承办任职要求：专业与学历要求：计算机、软件工程,信息技术,统计学,应用数学等相关专业本科及其以上学历优先；岗位经验要求：2年及其以上大数据开发经验；技能技巧要求：1、熟悉Hadoop体系结构、对Hadoop生态系统有较全面了解，熟悉Spark、Hive、Impala、Flink、HDFS、YARN、Kafka等，熟悉任务调度器ds，熟悉部分框架底层源码者优先，有一定的优化经验；2、精通SQL，能够快速使用SQL实现业务逻辑，熟悉数据库系统，包括Oracle、MySQL（TiDB）、Elasticsearch、HBase等；3、拥有基于大数据平台的数据应用和数据仓库设计实施经历，具有优秀的业务分析和洞察能力以及丰富的业务数据应用经验；综合素质要求：具备良好的团队协作沟通能力，较强的学习能力和业务理解能力，较强的抗压能力和独立分析及解决问题的能力，良好的工作责任心核心能力要求：具备HDP集群运维能力优先其它要求：男女不限，年龄23-30岁，身体健康加分项：软考相关证书优先考虑",https://www.zhipin.com/job_detail/2b08d46e3f0836b31XF939u0F1BW.html?lid=4WKPvzxPgDT.search.8&securityId=DVP6fPI7tdSNi-O10lK0nNNg8fuy82h8o9HHG4DVdvFwpba9VDTYcDOBu3oRKN4OlTL4252jYb-eFhQkAYArRTHCGMa8cs8LTXXwFNmDCsjRVlSLfDE~&sessionId=
大数据支持人员,天创恒泰,成都·锦江区·合江亭,10.0,13.0,"岗位职责：1.负责某银行大数据平台（CDH套件）日常运行监控、异常问题处理、组件及节点新增升级、对开发团队提供大数据技术支持。2.参与大数据平台具体应用数据处理开发。岗位要求：1.熟悉hadoop生态圈，对hdfs、hive、hbase、impala、kudu、elasticsearch等开源组件了解运行机制、会进行相关调休处理，有丰富的处理运行过程中突发问题的相关经验。2.有2年以上中大型企业hadoop集群（最好是CDH集群维护）运维支持经验。3.对常用的关系型数据库开发较熟悉（如：oracle,mysql等）4.由于该岗位支撑行内重要系统运行，要求岗位人员长期稳定，薪资根据面试表现和工作经验面议。",https://www.zhipin.com/job_detail/3105c0925a23758e0HV729i0FVI~.html?lid=4WKPvzxPgDT.search.17&securityId=FmhN1x7I3FBnU-V1UY_18y1R6ELQKTta2kFB_MGao-BAWaRq57eav-V_K8__-Oh06FxOhryT8RyWkXKemQUg8K9H5JlJix0TWG-UYU64ZbsozhKL&sessionId=
中级大数据工程师,先进数通,成都·武侯区·中和,10.0,15.0,岗位职责：1、参与公司银行的项目开发；2、负责对数据进行分析，为项目组提供大数据技术指导及分析手段支撑；3、负责大数据平台的安装、部署；4、负责大数据平台的性能监控和持续优化；5、针对需求提供大数据分析技术解决方案；6、负责公司产品相关应用开发、优化和维护:任职资格：1、熟悉华为大数据平台MRS；2、掌握Hadoop生态相关组件，hive，yarn，具备集群部署能力有实时数据开发经验；3、掌握kafka，flink-sql，spark-sql等；4、有一定的java开发能力；5、全日制本科，计算机相关专业，毕业满6年。,https://www.zhipin.com/job_detail/b242529e6b295a4b1HB-3dS9ElVW.html?lid=4WKPvzxPgDT.search.31&securityId=GEqhn1Ve1fvOb-F1NZ8y6lra-3UxYgf2IOhyQp4oI-ujXEReqM0TROMnJocUCdYVRpixeEXidG0xWdpOG-9pSfY6HIclPijyvwvP9dRv10tTLpOc&sessionId=
数据开发,领雁科技,成都·武侯区·中和,10.0,13.0,1. 计算机或相关专业，熟练使用常用算法和数据结构，4年以上数据开发/数据分析相关经验；2. 有丰富的SQL使用经验，熟练使用ORALCE/MYSQL/等数据库；3. 4年以上金融工作经验，足够的银行业务知识，熟悉银行存、贷款业务，支持各类监管报送，需求分析、开发；4. 有较强的数据分析能力和逻辑判断能力，有一定的银行会计基础知识；5. 对解决挑战性问题充满热情，善于分析解决问题，吃苦耐劳；6. 有HSQL开发经验者优先，有1104/大集中/EAST/反洗钱/征信等报送经验者优先。7.全日制本科及以上学历,https://www.zhipin.com/job_detail/1b56d51dec5fd4ce1Hd53Ny0FFNU.html?lid=4WKPvzxPgDT.search.252&securityId=dFfU2thO9VU2H-d1V8gs8z2u-AcaGNElxfDOsYK_SNDQhrXsAO2COAVqx5mMrTHeB2ZdtkFUGDDSwLB-otohfiR-mYP8n6jAAEu_d5GNLhe3PqeaRg~~&sessionId=
大数据产品经理,上海芦鸣,成都·武侯区·新会展中心,10.0,15.0,"职位描述：1.负责信息流广告产品的规划、设计、开发和推广，制定产品策略和路线图；2.负责竞品分析、市场调研和用户需求分析，为产品提供有关数据和信息；3.与技术、设计、运营等团队紧密合作，提供数据支持和解决方案,推进产品开发进度和质量控制；4.制定广告投放策略，跟踪广告投放数据和用户行为数据，分析广告效果和用户反馈，提高广告的转化率和ROI；5.跟进产品的推广和营销活动，提高产品的曝光度和用户量；6.分析和优化产品数据，制定数据分析报告，为产品的优化提供参考；7.负责信息流广告数据分析和挖掘，制定数据分析报告；8.利用数据挖掘技术和算法，发现用户的行为模式和用户画像，为广告投放提供有针对性的建议；职位要求：1.大专及以上学历，计算机、市场营销、数学、统计学、数字媒体等相关专业；2.有互联网广告或产品开发相关工作经验，有信息流广告产品经验,数据分析经验者优先考虑；3.熟悉广告投放流程，了解各类广告产品和广告形式；4.对互联网广告市场有深入的理解，熟悉竞品分析和市场调研；5.具备良好的沟通能力和团队协作能力，能够与多个部门紧密合作；6.熟练掌握数据分析工具，熟悉数据分析和挖掘方法。7.熟练掌握数据分析工具和算法，如SQL、Python、R等；8.具备数据分析能力和敏锐的洞察力，能够发现问题和提出解决方案。工作时间：9:30-19:00中午休息两个小时 周末双休每月有下午茶生日会，节假日礼品各种员工活动。入职购买五险一金。",https://www.zhipin.com/job_detail/7e4291bf650c4ae01HV43929ElRR.html?lid=4WKPvzxPgDT.search.34&securityId=ZDpGoaeJRWMDw-o1jAr-rfoPwjilIX3rJFlIzSkymaFO2Hi4h04n007Os6NMgzGoNpHcUkqiyNRWrVi9Yrp3M84L-96C_vEG0QGoNweiTEr0IdiqkA~~&sessionId=
数据开发工程师,松赞绿谷,成都·青羊区·天府广场,10.0,15.0,岗位职责：1、数据可视化及数据平台维护：基于业务/分析逻辑，设计数据指标体系，建立数据模型，基于BI搭建数据报告、报表，满足业务数据可视化需求；2、业务数据运营分析：通过数据视角为业务提供关键结论，监测核心指标数据，实现数据预测、预警、解读和细分挖掘，并提出解决方案；3、数据策略应用搭建：从业务中抽象出数据模型，并设计相应的数据结构、数据流程，开发自动化计算工具，通过自动化、智能化的方式，帮助业务团队高效合理决策。职位要求：1、本科及以上学历，数学、统计学或计算机相关专业，2年以上行业工作经验；2、数据敏感、逻辑清晰、业务理解和数据处理能力强；3、熟练使用Excel、mysql、BI、python或R，对统计模型、算法有一定了解4.、精通java、python其中一种语言4、有云计算平台（如阿里云、腾讯云等）和大数据平台DataWorks等数据服务的实践经验。（加分项）5、具有良好的沟通和团队协作能力，抗压能力强。,https://www.zhipin.com/job_detail/062bd5da46a4737d1HBz29m4FVBU.html?lid=4WKPvzxPgDT.search.249&securityId=aw6bpzCpQjwDi-x1YDHfm9P0ADW4C2wFWmrk04KKDUtNn1vLNjisfC4HcH_Kf8a1OVh0lZ73A1OVDKbrlNQHZO3D841c326KF-Vmx3CB7TUFMGj7xPI~&sessionId=
大数据产品经理,零点有数,成都·武侯区·新会展中心,10.0,15.0,职位名称：      产品经理岗位职责:    1、负责配合售前团队编制项目建设方案和项目招标技术文件。    2、负责项目的阶段性建设规划、把控项目建设周期。    3、 负责企业全生命周期平台/政务信息化平台的需求调研、需求分析、跨平台数据对接等工作。    4、能独立完成PRD文档、流程图、架构图和产品方案的设计。    5、负责产品开发跟进、产品测试验收、保障产品按期顺利上线。    6、完成领导安排的其他工作任务。任职要求:    1.本科以上学历，3年以上数字政府信息化产品经理经验，有政务服务平台、企业全生命周期平台、教育学位预测预警平台等相关项目产品经验者优先。    2.熟悉项目管理流程，有独立从0-1的项目建设交付经验者优先。    3.数据敏感，具备良好逻辑思维能力，良好的沟通和协调能力，执行力强。    4.熟练使用Axure、墨刀、Xmind等产品工具。    5.具备优秀的方案撰写和宣讲能力，包括PRD文档、数字政府建设方案等。    6.熟悉SQL数据库，了解服务器、跳板机、前置机等硬件设施应用，有数据对接经验者优先。加分项有以下行业经验：大数据·通信/网络设备·计算机软件,https://www.zhipin.com/job_detail/708e6a377de7c8681XNy3ti7EFJX.html?lid=4WKPvzxPgDT.search.41&securityId=dhZ3Ih536XvAq-r12pVeDwLZQY1QlFiiC3nzF3x0Ratf65MUwmMQNo_1q5DaqvmiJ0-AqnOOaAx3ndvpTCjKkucXbXyZFZWPU2rx4bfbi48127Q~&sessionId=
大数据工程师,深谱智能,成都·武侯区·中和,10.0,15.0,"3 年以上客户现场大数据工作经验，本科以上学历，可出差参与驻场研发职位要求：精通SQL，对关系型数据库、数仓系统有丰富的使用经验。有至少1门编程语言开发能力：Python, Scala, Java掌握Linux操作系统常用工具如sed, awk等，可以熟练编写shell脚本有大数据平台工具，如 Spark, Flink, Hive, GaussDB等的使用经验。深度参与过客户现场数据分析，数据清洗，数据开发项目。掌握计算机原理，常用数据结构有良好的学习能力和沟通能力工作内容：参与大型银行系统的大数据平台操作，数据分析、数据开发、ETL等工作。参与大型银行金融机构的数据建模，模型分析，模型开发工作。参与客户图数据库搭建，图数据建模工作。配合客户完成业务到数据到模型的价值转化。学习理解高性能图算法，并为下一代数据分析或实时场景中落地应用提供专业支持。",https://www.zhipin.com/job_detail/fda174576e3125db1Hd42d25EFRV.html?lid=4WKPvzxPgDT.search.44&securityId=5wPK8cSG5WZo4-71zrn6ToCFzZUsIynlxhO7qDRGm7z7zo3dw4AkpScJwcna6No6P2hbPbvYPFF6FITG-byiwTdVxwuR0Er8Kq_YdGzDb9YgpIVZN2WN&sessionId=
大数据工程师,东联信息技术,成都·武侯区·市一医院,10.0,15.0,"岗位要求：1. 熟练掌握Hadoop生态，了解以下框架至少两种的使用，Hive，Hbase，Spark，Kafka，ZooKeeper，Flume，Squoop等。熟练Hive,Spark者优先。2. 了解Java语言，熟悉Python3. 熟悉Linux平台，掌握Shell编程4. 熟悉UDP，TCP网络通信协议5. 掌握Java开发中间件，Redis，RabbitMQ6. 掌握SpringBoot，SpringCloud开发，熟悉Java 并发优先岗位职责：1.负责公司大数据引擎Hadoop应用程序设计、开发、部署、测试、发布及技术支持。2、负责数据治理平台技术优化及开发、包括元数据，数据质量，数据标准，流程管理等系统模块实施；3、通过技术手段，提升数据链路分析能力，维护血缘准确性；4、协助跟进日常数据质量问题，建设完善数据质量监控体系；",https://www.zhipin.com/job_detail/2fc672c246d910c01nN729u8E1JT.html?lid=4WKPvzxPgDT.search.50&securityId=zFVPc6XJkZfUw--12-YF48NRdnkRPuqOiRCy8UtZ-ssYre7sELzGLqQOVdQLQCSi697sc4P1cRvt4xjKpj4Mee3-sXXprMDysYY8wAsWAcDa8qYFi1Ul&sessionId=
大数据开发工程师,中创极智科技,成都·武侯区·新会展中心,10.0,15.0,1.依据业务需求完成大数据项目的数据分析及建模；2.配合部门进行大数据核心算法的编写；3.参与项目的需求分析.系统设计.编码工作；4.参与开发过程中相关新技术的研究和验证；5.协助承担架构性的体系设计和改造工作，配合制定技术实施方案，按照总体设计组织子系统的设计和开发。任职资格：1.大学本科及以上学历，计算机、通信、数学等相关专业，拥有2年及以上相关工作经验；2.精通数据建模、数据体系建设，具备数据仓库架构设计、模型设计和处理性能调优等相关经验；3.具有丰富的基于hadoop体系的数据平台、数据仓库建设经验，精通基于hadoop源码的开发、优化改造及成功应用案例；4.精通hadoop生态体系各项技术，如kafka.flume、hive、impala、hbase、spark等，具有100+节点hadoop集群的开发、运维经验；5.具有对大型hadoop集群的硬件规划能力；6.精通Java，Scala，Groovy，Python等编程语言；7.有分布式系统分析及架构设计经验，有大型计算集群的基础设施开发维护经验者优先；8.熟悉高性能，高可用，高拓展系统架构设计者优先；9.了解Linux系统的常用命令。,https://www.zhipin.com/job_detail/d988e016931d9e151nZ63tS5EVpU.html?lid=4WKPvzxPgDT.search.177&securityId=thCOM2T0zIz25-L19wZXTHAgk7cjkp88syLxJFF_lHfWOPE_qGH_3eU7BqZ6ij2NEgY0Vk2S1y0qJApiwPpXLgVdPKCbEgYQLKe_QaQPggO4NpWpGQ~~&sessionId=
大数据及人工智能研究工程师,智胜新蓝,成都·双流区·华阳,10.0,20.0,岗位要求：1、年龄在35岁以下（特别优秀者可放宽到40岁），在知名大学、研究机构、领先企业中做过软件研发工作，取得较好成绩；2、专业基础知识扎实，专业成绩优秀，具备一定项目或产品研发经验；3、熟悉本学科前沿领域，发表过高水平文章；从事过数据挖掘分析相关工作的可以优先考虑；4、积极进取、勤奋务实、具备良好的责任心，有较强的学习能力、适应能力、解决问题能力、创新能力、沟通协作能力；身体健康，具备良好的思想道德品质。,https://www.zhipin.com/job_detail/1182bf7dc8f47b691nJ73Nu_EVc~.html?lid=4WKPvzxPgDT.search.230&securityId=_EFa3lMrWn9f--h1ZLx7AG5-ozvPcMKEjuWM_q2Joj8PT9OJKcPt0LvnNoHxrEOqq43706VxUQJn4MNujSMibJ5zktnIXqTU0_k6HiLtoEsZe3Nw&sessionId=
java开发（大数据方向）,上海思芮,成都·武侯区·新会展中心,11.0,12.0,"""岗位职责：1、根据产品需求和设计，完成后端服务的编码、测试和维护，编写代码注释和开发文档；2、辅助进行系统的功能定义,程序设计，实现界面交互效果；3、根据设计文档或需求说明完成前后端代码联调，调试，测试和维护；4、参与系统架构设计和技术选型，分析并解决软件开发过程中的问题；技能要求：Java后端技术部分：1、专科或以上学历，计算机软件或相关专业，3年以上相关工作经验；2、良好的 Java基础,熟悉spring系列框架技术，了解aop,事务,ioc容器,动态代理等机制；3、掌握Spring Boot、SpringCloud、MyBatis、Websocket等技术及应用；4、熟悉常用技术如mysql,redis,RocketMQ、Kafka等；有hadoop，spark flink，hbase 相关经验 优先java后台和大数据方向""",https://www.zhipin.com/job_detail/6c9b89072cbab2211Hd63NS6EFJT.html?lid=4WKPvzxPgDT.search.40&securityId=sXqh3vXgLTYjA-01WIPANpujxn74UTVURtL1_rXxRI10uacIV_7jINHBNDdMpOVuKfQa7l92ctfnSkObtjMWEFFEXfVC1QRdivNuA-sRG0E-LRKPmDlKxDuGMaTxSoGlbYFiCAcQKGJA2IGok-rq&sessionId=
大数据ITA(T）,嘉环科技股份有限公司,成都·郫都区·高新西,11.0,19.0,岗位职责：1、承担大数据项目技术负责人职责，负责平台的整体数据架构设计，完成从业务模型到数据模型的设计工作2、主导项目技术架构、规划、策略、方案制定，统筹资源完成项目交付；重点问题&难题攻关、跟踪闭环；3、参与大数据方案规划、开发支持、性能调优；友商产品及服务竞争分析技能要求：1、具备大数据或数据库3-5年工作经验，本科3年，专科5年； 2、熟练掌握至少一种主流数据库技术oracle/sql server /mysql，并具备一定数据库规划设计能力； 3、熟悉hadoop生态圈技术；熟悉基础组件原理和使用并具有相关二次开发经验；4、熟练掌握java、linux、shell编程能力；5、具备组件调优能力、源码能力经验优先；,https://www.zhipin.com/job_detail/cfc8f06fa20b1ea81XFy3tm-GVZU.html?lid=4WKPvzxPgDT.search.11&securityId=qF2IUkyR7XnQC-z1QchXeUYdmBN-L1r4G3C4xTOfWgK1oeY7o5erTXapnP1YdfOkBCWTr2cxJBZYh7olnzsJ8y7D47cM-llnGx0MOYc8Pz8O2znrTzo~&sessionId=
大数据分析预处理工程师,智慧交通公司,成都·青羊区·太升路,11.0,16.0,"主要工作职责：1.负责项目大数据处理（治理）、传输、共享、开发、测试、实施、文档等工作。2.负责数据仓库基础平台的建设、设计、优化和落地，包括规划、性能优化、故障诊断、扩容等。3.负责根据公司的业务发展需求,提供大数据平台对应的业务场景的技术解决方案。4.理解互联网的业务，负责与产品、数据分析师等合作开发数据系统。招聘条件：1.计算机、数学、金融等相关专业，硕士研究生及以上学历, 3年以上工作经验。2.熟练使用Python、Shell至少一种，具有DBA能力，在实际工作中有Mysql、ProsgreSQL集群运维经验优先。3.熟悉Hadoop\Hive\Spark\Storm\Flink\Kafka原理，能够进行相关任务性能优化。4.2年以上数据领域的工作经验，符合条件的工作经验包括：数据标准、数据质量、数据安全等数据管控项目的实施、咨询、设计经验；数据仓库，数据集市平台项目设计和实施经验；数据分析经验，有交通、金融等领域大型数据治理项目经验优先。5.具备良好的沟通和文字表达能力，具有良好的跨组织协调能力和团队意识，责任心强，工作认真仔细。薪资范围：11000元起，具体面议（含五险一金）",https://www.zhipin.com/job_detail/464fa3d7894db5a10nN63NW8FVo~.html?lid=4WKPvzxPgDT.search.198&securityId=LIjuhPeVS6g5B-31FzSPzB7JtT55ZACaIQXsJoVNBHuLyd2DtObHFbjp84EbwpF0jXIqokxHTZkDgi6xxhWHsN6w_pR_fGg4xT30Ft-AcL3m_Gqd&sessionId=
数据开发工程师,越凡创新,成都·郫都区·高新西,11.0,15.0,"1、负责围绕机器人的管理运维、业务服务器端开发及系统优化的维护、缺陷修复；2、负责新产品原型系统的设计、验证，并将其转化为线上产品。要求：1、3年以上数据分析处理和大数据开发经验，计算机或相关专业本科学历；2、理解基于数据指标体系驱动业务成长，讲解数据分析对业务优化和决策支持的重要价值；3、具有良好的编程习惯和技术文档撰写习惯；4、熟悉UML各类型视图和元素；5、掌握主要数据结构算法、设计模式；6、有丰富实时数据开发及数据应用经验；7、熟悉flink,storm,sparkstreaming中至少一种大数据技术；8、工作和学习能力强，能够分享和技术教学，具有良好的沟通（书面和口头）能力和业务协调能力；",https://www.zhipin.com/job_detail/e62ffa1715d0317e1n182Nm6FlRQ.html?lid=4WKPvzxPgDT.search.244&securityId=I4WSwH5sXahSn-414Io0DCZdnxAT7ppsKssWK7i3ld9YxzJRp3KbCkno-NNsiDzck_4i29-vaxmhRdbxkHUbbjuHzx6ez6o7K2VySUhsqe9ok9wTlA~~&sessionId=
大数据etl开发工程师,君鑫科技,成都·双流区·华阳,11.0,16.0,岗位职责1.使用SQL编写和优化复杂的查询，以确保高效的数据提取和报告生成。2.熟悉创建和管理数据集成工作流的IICS平台，包括数据提取、转换和加载(ETL)。3.协助数据科学家和分析师了解他们的数据需求，并提供适当的数据解决方案。4.与数据团队协作，建立和维护数据仓库、数据管道和数据质量控制流程。5.分析和优化现有数据管道，以提高数据处理和传输的效率和可靠性。6.监控数据质量，解决数据异常和问题，并提供适当的解决方案。7.熟悉数据安全和隐私最佳实践，并确保遵守数据处理程序。任职要求：1.至少2年以上数据工程或相关领域的经验。2.英语口语良好，能用英语与客户交流3.精通SQL编程，能够编写和优化复杂的查询。4.IICS (Informatica智能云服务)平台的实践经验，包括数据集成、ETL和工作流管理。5.熟悉常见的数据库系统(如MySQL、Oracle、SQL Server)和数据仓库概念。6.较强的问题解决和故障排除技能，能够分析和解决数据处理和集成中的技术问题。7.出色的沟通和团队合作技能，能够与不同的团队成员合作，了解他们的需求，并提供解决方案。8.自我驱动，渴望学习，能够快速适应新技术和工具。9、强大的组织和时间管理技能，能够同时处理多项任务和项目。,https://www.zhipin.com/job_detail/9d2604d2dd50c2791HVy39u1FVJY.html?lid=4WKPvzxPgDT.search.148&securityId=MikqjvIyTFZwo-U1Hdpk955wtTu1hKGcEfl7KwJPIPHA9oHHsTg36i8hPgFEkPMObmUB-HUlH7ZVJutem7qXMOq2hLPqFnmCdabD3fD0CKa3mbQSMDgNOqQO9tfMFvGP9VF6fGZWr5Uo8Wz-JJD8zZi5&sessionId=
大数据开发工程师,明亚智行,成都·武侯区·机投,11.0,20.0,"岗位职责：1.基于Spark、Hadoop等大数据平台上的ETL建设、开发、维护与优化；2.协助对业务数据进行分析、建模，为业务部门的数据化运营提供支持；3.依据业务需求，进行数据产品的规划和设计开发，为数据分析和运营等人员搭建友好高效的数据产品；4.负责大数据实施过程中相关技术问题解决，包含数据接入，数据规范等；5.完成与工作相关的技术文档编写工作；6.参与数据仓库中ETL设计和开发，解决系统实施过程中的技术问题。任职要求：1.2-5年以上大数据或数据仓库项目经验，1-5年以上ETL开发或数据分析开发经验;2.具备Hadoop/Hive/Hbase/Kylin/Spark/Flink等大规模数据处理框架的应用开发以及调试经验；3.熟悉Hadoop以及Hadoop生态圈上的各种应用两种以上,如Hbase、Hive 、Spark、Storm、Flink；4.熟悉Java/Scala/Python/Shell 至少两种，有 Mysql 、 Nosql 的相关开发经验；5.熟悉数据仓库etl开发流程，独立设计ETL程序和优化ETL程序；6.对业务有敏锐的洞察力，有较强的业务理解与分析能力；7.具备良好的团队合作精神，有较好的沟通交流能力，善于主动思考和行动，乐于解决具有挑战性的问题；8.有大型互联网、内容生态或者自媒体行业经验的优先考虑；9.具有海量数据处理、优化经验，有大型大数据成熟项目经验的优先考虑。",https://www.zhipin.com/job_detail/a46915fe6d6d5b861nVz2t25GFRR.html?lid=4WKPvzxPgDT.search.164&securityId=o9UHMLziJkQgz-X1oFZurMXQeHcZkv22EpF9r-wJEAMQbI-6RgzxuZiQEUmXDQ3AWdd2SGKRYP6-tPJhLbT19viJDR1iKZhPhiUhI27oIDcO0WD-7A~~&sessionId=
大数据开发工程师,拓保软件,成都·武侯区·桂溪,11.0,14.0,此岗位长期工作地点为泸州~可接受的投递负责公司大数据项目的开发与实施，对各类数据源进行数据抽取、清洗、转换和整合，构建数据仓库，进行数据分析和挖掘，提供数据驱动的洞察力，支持公司业务决策。1、使用SQL进行数据查询、分析和挖掘；2、进行ETL流程的设计与开发，确保数据质量；3、参与数据仓库的建设，进行数据模型设计；4、对大数据平台进行性能调优，提高数据处理效率；5、与团队紧密合作，理解业务需求，提供数据解决方案。职位要求1、计算机、数学、统计学相关专业专科及以上学历，3年以上相关领域从业经验；2、热爱数据与技术，对大数据领域有浓厚兴趣；3、精通SQL，具备SQL调优经验，能快速理解业务数据；4、熟悉ETL开发流程，有大型ETL项目开发经验；5、具备数仓建设经验，了解星型模型、雪花模型等；6、熟悉Hadoop体系架构，了解其工作原理；7、优秀的业务理解能力，能快速理解业务需求，转化为技术方案；8、良好的团队合作与沟通能力，能适应快节奏高强度的工作环境。,https://www.zhipin.com/job_detail/1353a7e8e70140961X1_2967EVVX.html?lid=4WKPvzxPgDT.search.189&securityId=aG4a2no5b7Iur-M1ailQ6XaY8A4HRc00t_kLHuWYMaWQiaRYRLCO0Dfh44-bKolpb4XD5ovgb220fn9027K23GWR1eexpYxQv_eNeSXjWNoa2Qi-fw~~&sessionId=
大数据开发工程师,中电万维,成都·武侯区·桂溪,11.0,22.0,岗位职责1、 负责公司大数据平台、产品的设计与架构，并带领研发团队完成落地工作2、 了解大数据前沿技术发展趋势，完善大数据基础架构体系，稳步提升平台、产品的效率和稳定性认指要求1、 本科以上学历，5年以上开发经验2、 有数据集成、数据治理、数据安全、数据质量、数据目录等平台类研发经验者优先3、 对主流开源大数据技术，如Hadoop、Spark、Flink、Hbase、Kafka、Clickhouse、Doris等，有深入研究及应用开发经验者优先4、 熟练掌握Java技术体系，能熟练使用Spring Boot、Dubbo、Redis、Netty等开源框架5、 对分布式系统架构设计模式有较深入了解，具备解决分布式系统负载均衡、一致性保障、高可用等问题的能力6、 了解docker、k8s等容器化技术7、 具备良好的沟通协作能力、学习总结能力、问题抽想象力,https://www.zhipin.com/job_detail/536b1c1dd9172dea1nF43N60EFBT.html?lid=4WKPvzxPgDT.search.153&securityId=2jwIIrTHa3hpm-v13EPvh_RYTmEuBDAMaveblzRxd3HL_vrbh6w6jKsHvEjrjo6cKXXMvxTrRaL6sk1zswWHmTJTN6RbU2dhe1EkdrPn7TJfdGyADA~~&sessionId=
